#MPRN: 10005282085
Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
2025-10-08,0.707,0.434,0.6385,0.689,1.8385,1.872,1.7525,1.983,1.954,2.081,1.3,0.4255,0.0105,0.009,0.1405,0.0595,0.0535,0.056,0.0505,0.061,0.0505,0.045,0.049,0.0655,0,0,0.0145,0.014,0.0235,0.011,0.0085,0,0.0055,0.0295,0.0625,0.1265,0.094,0.058,0.0525,0.061,0.0465,0.0405,0.0095,0.0095,0.6615,0.459,0.7575,1.1735
2025-10-09,0.4755,0.4125,0.545,0.81,1.7835,1.879,1.8435,1.8665,1.886,1.8775,0.9755,0.355,0.0095,0.008,0.083,0.2885,0.054,0.0555,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2635,0.273,1.0795,1.026,0.707,0.742,0.7165,0.481,0.4565,0.416,0.8685,1.2385
2025-10-10,0.331,0.5255,0.3505,0.793,2.7375,1.9605,1.7795,2.044,1.7705,2.0355,0.6125,0.482,0.009,0.0085,0.049,0.253,0.407,0.128,0.0655,0.0545,0.1885,0.0525,0.1355,0.063,0.128,0.052,0.051,0.056,0.0275,0.0165,0.0115,0.0085,0.0095,0.013,0.006,0.0095,0.007,0.0135,0.457,0.278,0.503,0.305,0.4665,0.335,0.4405,0.8205,0.4765,0.5075
2025-10-11,0.35,0.506,0.3055,0.809,5.3925,5.4175,5.5395,5.391,5.5695,5.44,4.6035,3.749,0.0105,0.0055,0.009,0.0085,0.0075,0.0095,0.0155,0.007,0.006,0.008,0.0055,0.006,0.007,0.009,0.0085,0.006,0.0065,0.008,0.008,0.007,0.008,0.008,0.008,0.0075,0.0095,0.0465,0.0075,0.006,0.008,0.0065,0.007,0.006,0.006,0.008,0.006,0.094
2025-10-12,0.4535,0.403,0.5025,0.599,5.46,4.8835,1.887,1.962,1.878,1.9735,0.636,0.4235,0.0495,0.007,0.005,0.0075,0.0065,0.0085,0.0065,0.0065,0.008,0.0065,0.008,0.0055,0.011,0.0055,0.0075,0.008,0.0075,0.009,0.008,0.009,0.0105,0.008,0.0095,0.0115,0.0075,0.0075,0.006,0.0105,0.0335,0.009,0.0065,0.0095,0.007,0.0065,0.1295,0.196
2025-10-13,0.4985,0.1755,0.4975,1.0245,3.2835,1.703,1.822,1.739,1.8355,1.777,0.828,0.233,0.0075,0.0065,0.0075,0.136,0.3055,0.009,0.01,0.0065,0.01,0.0155,0.006,0.008,0.008,0.014,0.009,0.0095,0.007,0.0105,0.006,0.008,0.01,0.008,0.011,0.0105,0.0075,0.01,0.0075,0.006,0.0055,0.009,0.0065,0.013,0.0085,0.006,0.0065,0.021
2025-10-14,0.198,0.45,0.177,0.7395,5.284,5.618,5.3735,5.683,6.0805,5.5475,4.265,3.7885,2.6785,0.8165,0.1355,0.15,0.108,0.0575,0.12,0.281,0.2925,0.2155,0.758,0.3335,0.2225,0.054,0.057,0.056,0.1485,0.0065,0.2025,0.7245,0.9485,0.592,0.775,1.44,0.601,0.7925,1.162,1.2365,0.5915,0.9115,0.63,0.903,0.6315,0.907,1.2605,0.618
2025-10-15,0.5515,0.4815,0.4565,0.8575,5.648,5.782,6.2945,6.1255,5.5455,5.777,4.3905,4.016,0.0145,0.0175,0.037,0.079,0.0565,0.053,0.1055,0.051,0.0515,0.055,0.054,0.043,0.013,0.013,0.014,0.567,0.313,0.411,0.452,0.0655,0.3625,0.7745,0.4375,0.3035,0.5125,0.8075,2.0555,1.268,1.0775,1.061,1.251,1.4185,1.712,0.9515,0.7165,0.5965
2025-10-16,0.824,1.03,0.7355,0.6425,5.603,5.54,5.6605,5.5905,5.7005,2.633,0.85,0.41,0.01,0.008,0.186,0.203,0.2275,0.053,0.0495,0.0525,0.0525,0.052,0.051,0.053,0.0345,0.2175,0.1125,0.6055,0.3445,0.0595,0.66,0.0685,0.542,0.505,0.4005,0.842,1.017,1.1495,1.234,0.5805,0.97,0.5635,0.8155,1.2985,0.536,0.6205,0.6285,0.641
2025-10-17,0.5525,0.626,0.413,0.907,6.03,5.668,3.474,1.997,1.8405,1.978,1.08,0.3755,0.0075,0.0085,0.029,0.0685,0.061,0.054,0.0505,0.634,0.178,0.0545,0.0555,0.049,0.008,0.0095,0.01,0.009,0.0105,0.0115,0.0105,0.008,0.0115,0.0105,0.0095,0.0965,0.3725,0.915,0.63,1.227,0.4685,0.7525,0.4335,0.7605,1.286,0.5005,0.657,0.407
2025-10-18,0.686,0.3605,0.616,0.621,1.974,1.874,2.3275,2.7215,2.2415,1.908,0.7525,0.4125,0.0115,0.0095,0.0115,0.011,0.012,0.012,0.01,0.0095,0.0135,0.0485,0.0535,0.0565,0.0535,0.0585,0.0545,0.0795,0.5025,1.4695,0.612,0.1855,0.225,0.187,0.289,0.3435,0.3255,0.499,0.5055,0.8075,1.0585,0.75,0.902,0.944,0.6945,0.983,0.8575,0.7065
2025-10-19,0.5065,1.54,0.903,0.867,1.7475,1.9305,1.7175,1.932,1.746,2.0325,1.326,0.3895,0.0095,0.0095,0.0085,0.012,0.008,0.0105,0.0125,0.054,0.053,0.0515,0.051,0.0485,0.052,0.1885,0.2555,0.0325,0.0455,0.052,0.059,0.0625,0.0505,0.0495,0.053,0.051,0.05,0.082,0.0775,0.0435,0.0115,1.1845,1.397,1.6395,1.8375,0.645,1.1505,1.145
2025-10-20,0.3375,0.6025,0.439,0.864,3.2815,2.6185,2.137,2.0415,2.029,2.444,0.5595,0.4475,0.01,0.0105,0.0105,0.049,0.1,0.0535,0.051,0.0505,0.0525,0.0525,0.056,0.0515,0.035,0.015,0.0645,0.0625,0.0565,0.051,0.0635,0.359,1.134,1.084,0.593,0.5035,0.4835,0.6205,0.6335,0.944,0.8595,0.6645,0.7145,1.113,0.603,0.791,0.6205,0.834
2025-10-21,1.5995,0.591,0.5235,0.729,5.429,5.4335,5.5755,5.458,5.584,5.461,4.6915,2.995,0.0075,0.009,0.083,0.626,0.2455,0.0575,0.0515,0.0505,0.0635,0.0495,0.0525,0.0425,0.01,0.016,0.0605,0.06,0.136,0.1415,0.054,0.0545,0.053,0.0545,0.524,0.6165,0.9815,1.2215,1.369,1.2325,1.2025,0.8805,0.521,0.714,0.6185,0.5985,0.669,0.676
2025-10-22,0.685,0.6915,0.617,0.9465,5.728,5.8075,5.8095,5.7925,6.012,6.1325,4.7095,4.0545,0.01,0.01,0.083,0.1395,0.056,0.062,0.055,0.0485,0.055,0.032,0.0385,0.053,0.053,0.0265,0.0205,0.0275,0.0475,0.01,0.008,0,0.0005,0.011,0.0595,0.578,0.4865,0.129,0.0605,0.0495,0.0605,1.305,1.9405,1.857,1.705,1.286,1.19,1.3125
2025-10-23,0.7585,0.75,0.665,1.3255,5.6595,4.5815,2.194,2.2835,2.156,2.156,1.0745,0.5005,0.009,0.018,0.3255,0.1535,0.0635,0.0515,0.052,0.52,0.7855,0.739,0.572,0.434,0.1325,0.2405,0.136,0.508,0.2995,0.077,0.174,0.4425,0.276,1.341,1.303,1.282,1.065,2.317,1.2845,1.188,0.9945,0.8255,0.87,0.957,1.1075,0.9285,0.895,0.78
2025-10-24,0.797,1.419,0.975,1.1215,5.581,5.657,5.671,5.899,5.9415,5.829,4.9085,4.037,0.0145,0.01,0.181,0.6055,0.6795,0.0515,0.4075,0.052,0.053,0.058,0.0525,0.0515,0.0405,0.012,0.014,0.029,0.0105,0.0275,0.0205,0.0185,0.0115,0.011,0.3125,1.627,1.6585,2.106,1.029,0.831,0.8245,0.961,0.8605,0.8625,0.791,0.7645,0.7545,0.8175
2025-10-25,0.983,0.6575,0.604,0.9295,5.693,5.753,5.763,6.2455,2.503,2.111,0.8965,0.525,0.0105,0.0105,0.029,0.2755,0.053,0.0505,0.0505,0.055,0.056,0.068,0.0585,0.0675,0.0415,0.0465,0.069,0.172,0.049,0.0375,0.049,0.053,0.0485,0.0485,0.05,0.0345,0.069,0.323,0.291,0.0085,0.515,1.225,1.0275,0.8775,1.0605,0.979,0.809,0.852
2025-10-26,0.878,1.149,3.5,3.668,6.064,5.994,6.035,5.7165,4.8745,4.2615,2.941,2.9685,0.012,0.009,0.01,0.009,1.4615,0.9495,1.062,0.602,1.13,0.101,0.1605,0.2365,1.086,1.1765,0.6485,0.3155,0.0125,0.0095,0.0105,0.322,0.8705,0.6635,1.714,1.4215,1.4015,0.5065,0.9265,0.6475,0.773,0.6455,0.601,0.7735,1.5475,1.3185,1.109,1.3145
2025-10-27,0.7675,0.762,0.7265,0.6875,2.4615,2.8545,2.043,2.063,2.1325,2.1055,1.7025,0.6565,0.012,0.0105,0.0095,0.0115,0.014,0.011,0.0615,0.054,0.0585,0.062,0.051,0.06,0.052,0.0545,0.0155,0.0035,0.014,0.01,0.012,0.0075,0.015,0.044,0.054,0.0545,0.048,0.38,0.104,0.054,0.368,0.7315,0.4235,0.761,0.429,0.7375,0.498,0.8185
2025-10-28,1.002,1.096,0.6025,0.58,2.32,5.503,1.802,2.053,1.9085,2.117,1.105,0.599,0.011,0.0095,0.0095,0.013,0.012,0.068,0.0565,0.1125,0.096,0.0565,0.0545,0.054,0.056,0.04,0.0585,0.056,0.0285,0.0095,0.009,0.012,0.0095,0.0075,0.01,0.009,0.0095,0.0085,0.0075,0.0085,0.054,0.047,0.9325,0.8155,1.5005,0.7855,0.89,0.88
2025-10-29,0.9505,0.8725,0.7625,0.7235,5.821,5.7945,6.3185,5.958,5.9105,5.903,4.963,4.55,0.013,0.009,0.01,0.011,0.0095,0.019,0.008,0.0105,0.001,0,0,0,0,0.0115,0.0095,0.006,0.0095,0.0145,0.0085,0.0125,0.011,0.0095,0.007,0.0085,0.008,0.0385,0.056,0.01,0.0685,0.602,0.8955,0.8575,1.0665,0.8705,1.4835,1.044
2025-10-30,0.875,1.8385,0.801,0.812,5.7885,5.8435,6.3405,3.9455,2.8775,2.273,1.5675,0.808,0.0125,0.011,0.0075,0.009,0.0095,0.041,0.0525,0.0505,0.05,0.0505,0.0485,0.05,0.209,0.375,0.807,0.7025,0.66,1.6,1.0465,0.666,0.486,0.5085,0.585,0.938,2.3295,1.2835,0.8455,0.687,0.711,1.072,1.1495,1.4035,0.5325,0.73,0.529,0.633
2025-10-31,0.3975,0.4655,0.338,0.541,6.0825,6.18,5.8185,5.415,5.647,5.3745,5.183,3.898,0.0125,0.0085,0.009,0.2485,0.675,0.124,0.0535,0.0535,0.053,0.053,0.3405,0.111,0.016,0.027,0.015,0.015,0.012,0.011,0.009,0.0085,0.0315,0.0775,0.0505,0.104,0.05,0.5985,0.433,0.6315,0.402,0.9545,0.6775,0.858,0.8825,0.8185,0.8175,1.3705
2025-11-01,1.0405,0.658,0.57,0.6095,1.9915,1.9445,1.935,2.024,1.877,2.0575,0.7205,0.635,0.01,0.008,0.0085,0.0115,0.081,0.052,0.0545,0.0785,0.6045,0.0585,0.054,0.054,0.0545,0.0585,0.0235,0.033,0.013,0.053,0.0495,0.011,0.0115,0.0095,0.0415,0.05,0.264,0.2145,1.051,1.1375,1.082,0.9965,0.918,0.905,1.0255,0.9905,0.8835,1.1885
2025-11-02,1.5985,0.986,0.9245,0.742,5.6065,5.8815,6.1655,6.0625,5.8625,5.8095,4.8485,4.3765,0.0125,0.0095,0.0075,0.01,0.008,0.012,0.0105,0.0735,0.06,0.0145,0.012,0.0115,0.02,0.006,0.025,0.062,0.0575,0.056,0.047,0.009,0.0085,0.204,0.1815,0.407,0.497,1.7445,2.5465,1.761,1.27,0.732,0.669,0.708,0.6525,0.697,0.9895,1.1645
2025-11-03,0.5475,0.3095,0.49,0.351,5.3605,5.3375,5.4425,5.4025,5.4405,5.42,3.4295,0.949,0.0105,0.0145,0.045,0.4645,0.092,0.054,0.054,0.0515,0.054,0.049,0.045,0.012,0.009,0.0135,0.018,0.021,0.053,0.0545,0.054,0.053,0.0505,0.0435,0.051,0.0455,0.0495,0.05,0.0485,0.01,0.334,0.466,0.793,0.549,0.457,1.413,0.788,0.4345
2025-11-04,0.454,0.3995,0.3465,0.3925,5.449,5.5695,5.4655,5.944,6.185,5.6405,4.7445,3.344,0.01,0.011,0.2775,0.1205,0.057,0.051,0.0495,0.064,0.056,0.052,0.0555,0.0185,0.01,0.0105,0.008,0.013,0.0095,0.011,0.051,0.051,0.05,0.052,0.052,0.103,0.1475,0.311,0.4825,0.625,1.662,1.0475,0.67,0.474,0.612,0.4635,0.621,0.6255
2025-11-05,0.9925,0.4665,0.306,0.42,3.806,5.786,3.9285,2.24,1.74,1.808,0.9005,0.2275,0.01,0.0095,0.023,0.4055,0.0785,0.0555,0.059,0.062,0.0575,0.055,0.052,0.0175,0.0115,0.0505,0.049,0.064,0.06,0.0645,0.389,0.778,0.284,0.977,1.1195,0.755,1.01,0.769,1.5175,0.767,0.532,0.6775,0.4695,0.464,0.595,0.4225,0.662,1.2385
2025-11-06,0.395,1.053,1.495,1.207,5.592,5.3605,5.311,5.516,5.365,5.3355,4.8135,3.9295,0.0125,0.01,0.167,0.13,0.08,0.051,0.058,0.073,0.055,0.053,0.0525,0.0465,0.0095,0.012,0.004,0,0.1975,0.061,0.059,0.0525,0.331,0.5685,0.0835,0.051,0.1785,0.0545,0.476,0.6115,0.67,0.6055,0.8895,0.635,0.643,1.539,0.643,0.4755
2025-11-07,0.4135,0.275,0.4375,0.277,5.484,5.2595,6.105,5.9385,5.6585,3.034,1.6815,0.3235,0.009,0.0085,0.372,0.8765,0.0735,0.056,0.055,0.0495,0.051,0.0505,0.0535,0.1195,0.182,0.194,0.698,0.834,0.663,0.5345,0.2415,0.573,0.3245,0.764,0.9095,1.2035,0.721,0.7995,1.237,0.612,0.8035,0.7235,0.702,0.5435,0.6545,0.581,1.2565,0.49
2025-11-08,0.584,0.3785,0.4205,0.5145,5.694,5.708,5.5925,5.761,5.7785,2.0785,1.548,0.5745,0.053,0.011,0.01,0.011,0.01,0.0105,0.048,0.0505,0.052,0.015,0.052,0.0555,0.0565,0.052,0.0105,0.0145,0.581,0.1065,0.0095,0.0095,0.008,0.0085,0.0075,0.011,0.007,0.017,0.055,0.0485,0.0525,0.487,1.1565,0.8515,0.701,0.536,0.578,0.439
2025-11-09,0.504,0.3885,0.484,0.397,5.451,5.347,5.5395,5.3845,5.5735,2.5055,1.104,0.329,0.009,0.011,0.011,0.014,0.012,0.0215,0.054,0.0655,0.064,0.0985,0.0515,0.0515,0.056,0.0445,0.02,0.0725,0.176,0.014,0.0095,0.0115,0.0115,0.008,0.0095,0.013,0.7815,1.053,0.7025,0.716,1.127,0.8155,0.673,1.1385,1.861,1.791,1.494,1.2435
2025-11-10,0.7545,0.513,0.3915,0.534,1.9185,2.1625,2.0775,2.105,2.1025,2.0755,1.355,0.949,0.01,0.0125,0.0225,0.176,0.0575,0.058,0.068,0.06,0.056,0.0495,0.0485,0.036,0.029,0.0565,0.0555,0.065,0.052,0.06,0.054,0.049,0.0785,0.059,0.045,0.013,0.01,0.9475,0.996,0.9425,0.8405,0.8385,0.8225,0.936,1.2075,1.0205,0.862,0.9425
2025-11-11,1.103,1.5305,0.8985,0.8625,5.811,6.2445,5.8715,6.316,5.902,2.794,0.8515,0.6305,0.0085,0.009,0.047,0.104,0.054,0.0545,0.0525,0.053,0.0495,0.057,0.049,0.049,0.0115,0.0105,0.0135,0.0655,0.057,0.0625,0.0585,1.1415,0.4165,0.463,0.509,0.7485,2.007,1.0325,0.5245,0.885,1.181,0.8705,0.4435,0.7555,0.63,0.846,0.5405,0.541
2025-11-12,0.561,0.425,0.619,1.243,3.564,2.2725,2.188,2.1825,1.9565,1.807,1.29,0.2985,0.0085,0.044,0.399,0.054,0.106,0.0525,0.047,0.052,0.0515,0.052,0.0555,0.051,0.015,0.012,0.0115,0.012,0.0115,0.009,0.008,0.013,0.8395,0.6755,0.5225,0.7935,1.304,1.2075,0.845,0.964,1.2985,1.751,0.54,0.9115,0.576,0.799,0.526,0.6425
2025-11-13,1.0625,0.498,0.359,0.6215,5.246,5.5525,5.41,5.4915,5.5045,5.4795,5.042,4.021,0.014,0.01,0.23,0.504,0.5215,0.055,0.054,0.0495,0.06,0.052,0.0505,0.048,0.027,0.013,0.013,0.105,0.0425,0.019,0.051,0.055,0.0655,0.4735,0.3805,0.73,1.482,1.878,1.583,0.574,0.908,1.162,0.634,0.658,0.515,0.595,1.1455,0.4315
2025-11-14,0.4425,0.342,0.414,0.4045,5.389,5.4395,5.418,5.499,5.8875,5.6655,3.6865,0.2625,0.0095,0.0105,0.199,0.82,0.549,0.053,0.0455,0.053,0.3085,0.981,0.8265,0.8265,0.6585,0.648,1.234,0.755,1.187,0.8025,0.8385,0.7205,0.8015,0.8705,1.6585,1.972,2.173,2.241,1.227,0.9435,0.9155,0.971,0.88,1.0725,1.315,1.3145,0.929,0.886
2025-11-15,1.65,1.487,1.051,0.9735,5.9145,5.9125,5.82,5.8105,5.7925,3.834,1.616,0.8165,0.0145,0.0175,0.0135,0.015,0.011,0.015,0.136,0.3475,1.0665,1.1445,0.965,0.77,0.721,0.9525,0.7315,1.14,0.8705,0.752,0.648,0.651,0.5765,0.492,0.6135,0.628,0.9205,2.216,1.266,1.049,0.959,0.7835,0.851,1.849,2.189,1.753,1.48,1.0805
2025-11-16,0.819,0.6735,2.0575,3.3165,5.727,5.729,5.683,5.6135,5.496,5.653,4.77,1.362,0.0105,0.0125,0.0105,0.0105,0.009,0.008,0.0335,0.063,0.0595,0.0495,0.0875,0.5485,0.5675,2.075,2.14,2.1085,1.4825,0.627,0.6405,0.755,0.7755,0.954,1.923,1.9695,1.6375,1.71,1.614,2.876,1.4345,1.388,1.419,1.7625,2.608,1.644,1.7185,2.467
2025-11-17,1.521,1.2605,1.289,1.1165,2.3255,2.7185,2.564,3.04,3.006,2.299,1.746,0.7295,0.0715,0.028,0.4975,1.755,1.3175,0.959,1.418,0.712,0.97,0.3585,0.2825,0.0945,0.15,0.331,0.495,1.051,2.0505,1.4485,1.5485,1.66,1.448,0.9735,1.073,1.0515,0.9635,1.291,1.2355,1.1955,1.1935,1.3295,1.5,1.207,1.2725,1.2355,1.025,1.108
2025-11-18,1.327,1.313,1.552,1.48,6.0985,6.2035,6.001,6.0715,6.1285,6.468,5.145,4.599,0.009,0.007,0.142,0.1655,0.069,0.677,0.507,0.058,0.0705,0.059,0.054,0.0525,0.0245,0.019,0.0245,0.015,0.0165,0.401,1.5,1.0635,0.907,0.903,1.3275,1.708,1.4535,1.446,1.148,1.0745,2.202,1.422,1.5395,1.243,1.461,1.2845,1.213,1.0745
2025-11-19,1.0805,1.556,1.418,1.592,4.9185,2.6045,2.964,3.2445,3.6145,2.8645,2.043,1.1375,0.0925,0.0435,0.6265,0.589,3.517,1.8755,1.315,0.137,0.0635,0.0565,0.054,0.198,0.0275,0.382,0.647,1.387,1.2345,1.049,1.4165,1.392,1.5415,1.9655,2.225,2.0685,2.308,2.3885,2.594,2.0735,1.984,1.4505,1.808,1.877,1.9425,2.7235,2.2325,1.9105
2025-11-20,1.8915,1.619,2.2975,1.6765,7.016,7.3775,6.462,6.8645,6.7395,6.7065,5.503,5.511,0.105,0.568,1.6885,1.2565,3.7265,1.926,2.1355,0.2515,0.8415,0.287,0.585,0.071,0.2145,0.708,0.8625,0.9235,1.994,1.6265,1.4165,1.582,1.146,2.1175,2.2035,2.4815,2.0095,2.1105,2.1045,1.961,1.707,1.918,1.8445,1.777,1.993,1.9875,1.9195,2.0405
2025-11-21,1.8365,1.93,2.085,1.5225,6.659,6.63,6.422,6.8495,5.549,2.6875,2.064,1.508,0.197,0.556,0.952,1.635,1.663,1.653,1.5295,0.3465,0.4135,0.4125,0.5505,0.638,0.532,0.772,1.189,1.087,1.005,0.8175,1.17,0.945,0.943,1.3745,1.1175,1.6495,1.675,1.535,1.325,1.031,0.956,1.48,1.0535,1.0235,1.3005,1.264,1.155,1.2185
2025-11-22,0.9675,0.8005,0.679,0.759,2.9285,6.54,6.0505,5.9605,5.903,5.771,3.9285,0.7475,0.0105,0.0115,0.012,0.012,0.01,0.011,0.1855,0.065,0.0545,0.0785,0.3295,0.3385,0.19,0.3675,0.2045,0.756,0.882,0.8175,0.8065,0.8675,0.724,0.784,1.042,1.5305,1.6845,1.8995,1.6855,1.5205,1.052,0.997,1.1935,1.4335,1.5195,1.0715,0.9325,0.9145
2025-11-23,0.8265,0.73,0.7455,0.864,5.544,5.6415,5.9855,5.719,5.6855,5.724,4.881,2.7045,0.009,0.008,0.008,0.0115,0.01,0.011,0.1355,0.2015,0.052,0.055,0.0565,0.06,0.064,0.066,0.0515,0.031,0.011,0.3415,1.4805,1.4425,1.361,2.7305,1.971,1.2655,1.1105,1.1345,1.441,1.2535,1.142,1.142,1.691,1.3495,1.0965,1.053,1.298,1.55
2025-11-24,1.405,0.922,0.8835,0.9665,6.005,6.0435,6.0715,4.7745,2.455,2.339,1.1915,0.879,0.012,0.0135,0.1085,0.4245,0.059,0.0585,0.8785,0.6895,0.074,0.3195,0.556,0.203,0.162,0.12,0.355,0.647,0.6485,0.5495,0.7565,1.338,1.2245,1.2935,0.9365,0.8365,0.905,1.04,1.0775,1.128,1.553,1.2745,1.543,1.8065,2.1925,1.8,1.1715,1.459
2025-11-25,1.399,1.221,1.215,1.32,2.7275,2.637,2.8575,2.7815,3.021,3.137,2.398,0.9515,0.013,0.029,1.493,0.441,1.9635,1.607,1.122,0.056,0.052,0.0575,0.0495,0.056,0.0285,0.012,0.02,0.0135,0.57,0.856,0.986,1.1895,1.277,1.308,1.418,2.4345,2.885,1.7565,2.2925,1.923,2.0135,1.7555,2.313,1.7005,1.7255,1.87,1.708,1.84
2025-11-26,1.787,1.44,2.4865,2.104,4.3995,6.247,6.364,6.1,5.809,5.732,5.423,4.3365,0.0195,0.082,0.496,0.4545,0.7215,0.056,0.6715,0.6855,0.4705,0.7155,0.631,0.5895,0.694,0.534,0.506,0.7565,0.664,0.476,0.969,0.629,0.5765,0.7355,1.394,1.699,1.929,1.147,0.8465,0.8085,0.84,0.685,0.7695,1.165,0.809,0.802,0.8355,1.0515
2025-11-27,0.6355,0.7275,0.7455,1.212,5.521,5.4225,5.582,5.457,5.6135,5.547,4.5095,3.414,0.0195,0.013,0.0545,0.3475,0.3175,0.059,0.055,0.053,0.0585,0.057,0.0545,0.0645,0.012,0.0145,0.0135,0.0165,0.019,0.0175,0.011,0.164,0.664,0.7965,2.138,1.1985,0.976,1.213,1.031,1.225,0.9165,0.9705,1.433,1.0655,1.112,1.129,1.0145,0.9465
2025-11-28,0.8785,0.954,0.7595,0.969,3.78,6.5605,6.5355,6.1305,4.866,2.8245,1.048,0.674,0.012,0.0105,0.1095,0.227,0.2695,0.0485,0.3935,1.0235,0.697,0.6855,0.924,0.695,1.1135,0.57,0.6595,0.7245,0.821,0.8105,0.8835,0.906,1.1325,1.3935,1.5065,2.169,3.3195,1.9425,1.1225,1.257,1.196,1.2195,1.069,1.067,1.092,1.2775,1.2665,1.041
2025-11-29,1.02,1.4015,1.023,1.003,5.833,5.916,5.9215,6.132,5.972,5.931,5.226,4.5885,0.0145,0.0095,0.0095,0.0095,0.008,0.0095,0.011,1.419,2.0585,1.682,1.138,1.394,0.585,0.4625,1.1315,0.9155,1.1325,1.003,1.4335,1.215,1.1195,1.179,1.23,1.2455,1.3905,1.799,1.6575,1.645,1.5785,1.871,1.8435,1.6995,1.37,1.577,1.573,1.562
2025-11-30,1.7305,1.7055,1.601,1.6045,6.219,6.1775,6.371,6.4315,6.4455,6.5375,5.08,1.5325,0.0105,0.012,0.048,0.1915,0.017,1.438,1.1825,0.645,0.055,0.052,0.054,0.525,1.0645,1.249,0.8305,1.214,1.2255,0.907,0.9775,1.064,1.114,1.398,1.955,1.53,2.825,2.562,2.7155,1.666,1.892,1.391,1.894,2.5525,2.2315,1.9625,3.053,2.1665
2025-12-01,1.1685,0.838,0.8145,0.8525,5.733,6.165,5.778,2.519,2.167,2.213,1.4355,0.636,0.0135,0.014,0.0355,0.169,0.4545,1.807,1.013,0.9005,0.5905,0.5035,0.2305,0.0865,0.2205,0.26,0.638,0.4685,0.6405,0.6985,0.982,1.0055,0.849,1.109,1.0155,1.043,0.903,1.4325,1.271,1.4325,1.166,1.169,1.0175,0.912,1.0125,1.1365,0.969,1.0345
2025-12-02,0.9595,0.862,0.833,1.1555,2.399,2.3365,2.37,2.382,2.417,2.412,1.0285,1.2065,0.0135,0.02,0.098,0.189,0.0535,0.053,0.596,0.4075,0.053,0.056,0.029,0.0155,0.056,0.106,0.211,0.319,0.905,1.127,1.1505,0.96,1.082,1.425,1.864,1.551,1.979,1.2005,1.3115,1.3475,1.659,1.457,1.0585,1.166,1.17,1.1155,1.287,1.051
2025-12-03,1.044,1.0195,1.021,1.0955,5.611,6.366,6.3145,6.068,5.7405,6.181,5.8665,5.2505,0.0145,0.008,0.157,0.6205,1.1365,0.054,0.8985,0.317,0.059,0.081,0.4745,0.4625,0.864,0.541,0.96,0.646,0.6045,0.651,0.7885,0.95,1.1115,1.3705,1.585,1.931,1.8705,1.192,1.0545,1.0515,1.177,1.293,1.4355,1.184,1.251,1.8155,1.67,1.1145
2025-12-04,0.922,0.9145,0.9395,1.0085,2.211,2.152,2.0705,2.1055,2.2065,2.1475,2.317,2.034,0.033,0.0375,0.1755,0.5215,0.2145,1.087,1.8545,1.1455,0.1445,0.0755,0.405,0.375,0.6595,0.7595,0.3415,0.5925,1.382,1.3135,1.0725,1.418,1.466,1.4,1.78,1.862,2.769,1.689,2.3865,2.1975,1.898,1.6,1.507,1.4135,1.3915,1.556,1.652,1.346
2025-12-05,1.234,1.3,1.134,1.259,5.688,6.03,6.0355,6.283,6.0525,5.752,5.71,3.262,0.0315,0.037,0.321,0.8045,2.2745,1.429,1.333,1.1385,1.0195,1.0115,0.6885,0.7745,0.7355,0.968,1.1245,0.9335,1.359,1.0395,1.5605,1.09,1.1045,1.1045,1.0455,1.0665,1.062,1.1105,1.0745,1.014,0.9595,1.206,1.7685,1.1595,1.0385,1.0855,1.0565,1.0555
2025-12-06,1.049,1.3265,1.1545,1.1685,2.4585,2.271,1.986,2.4755,2.5945,2.1025,2.0055,1.1005,0.032,0.033,0.0335,0.0315,0.043,0.0705,0.139,0.0655,1.1405,0.673,0.544,0.6085,0.674,0.4815,0.604,0.3955,1.093,1.46,0.988,1.1845,1.1715,1.3875,0.833,0.7805,0.938,1.832,1.9475,1.5785,1.238,1.3095,1.1095,1.9745,2.039,1.27,0.92,0.899
2025-12-07,0.921,0.931,0.929,1.0775,5.5195,5.678,5.6575,6.054,5.3355,2.038,1.9485,1.6755,0.0165,0.018,0.0175,0.017,0.018,0.017,0.088,0.053,0.183,0.721,0.685,0.8465,1.086,0.458,0.5665,0.6215,0.5815,0.5165,1.0055,1.021,1.068,1.0505,1.326,2.559,2.274,1.933,1.483,1.83,1.4345,1.866,1.9005,2.717,2.5665,1.67,0.963,1.058
2025-12-08,0.9655,0.915,0.8345,1.434,2.032,2.28,2.3915,2.1145,1.9405,1.853,1.8125,1.803,0.0125,0.011,0.0475,0.369,0.1395,0.1865,1.4585,0.7815,0.0795,0.0545,0.309,0.374,0.3365,0.562,0.3555,0.4305,0.624,1.1965,1.776,1.5535,1.1715,1.952,2.1905,0.8925,0.8265,0.912,0.839,0.8545,0.856,0.8135,0.8145,0.808,1.024,1.093,0.818,1.33
